Cluster,Biden Votes Weighted,Trump Votes Weighted
0,136844.12738320933,194933.38010111137
1,203145.7781720641,216248.42511736066
2,163848.0111809817,171085.67469354137
3,252856.6960868313,157392.2235222333
4,218168.81411200686,200078.44110310357
5,115006.27505636806,267465.309513426
6,182002.67324815842,209570.52121072152
7,286283.00493671966,173106.4595993313
8,128021.96750967836,225237.09207884778
9,265383.2123184183,143919.79535183017
10,150206.5552471088,228197.76194501398
11,175531.93200444322,174936.7476463517
12,153355.28522667944,211859.8288471469
13,253637.66751733213,184741.3392699802
