Cluster,Biden Votes Weighted,Trump Votes Weighted
0,283476.759797784,141221.35215174087
1,117619.14363073123,269015.00573998556
2,182376.84250921654,210442.84267377766
3,121839.06097021254,233518.85750813765
4,128458.41261923066,180854.44390274104
5,163323.82978251352,171913.30970629686
6,274029.09746741265,179275.80802028163
7,153408.38731124424,198570.43945617502
8,148891.58469211997,230213.87309542453
9,224045.0852980444,196089.70089051034
10,199822.57895186124,154956.35706008787
11,220991.34707028413,209668.26202208406
12,146189.34487046234,202069.28689881024
13,319820.5250288822,180963.46087394643
