Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117983.67518826618,196438.94066253433
1,238117.3634549461,180549.58106734458
2,115137.18827298975,260529.8111378084
3,319558.73800144426,136339.22029617731
4,161513.8134145901,205692.48820122893
5,197822.16379426775,174515.6789110408
6,187543.0208198418,209093.93488141807
7,148912.25949720028,207578.00402885347
8,180884.03713081472,207237.025419017
9,186412.24106216614,185730.28452495104
10,119594.01645822995,251696.703877228
11,250138.84251550195,188841.85329995005
12,307613.64269016904,194612.05824752472
13,153060.99769957163,159917.41544492313
