Cluster,Biden Votes Weighted,Trump Votes Weighted
0,214567.91414059888,210140.243207776
1,136919.74817299395,194700.34939258004
2,253759.37219680587,184416.4638217145
3,264479.68241916347,144093.36951722504
4,163785.95339352702,170897.27698670485
5,116574.74756812764,266801.1282791955
6,221068.56551123812,197794.07100788565
7,253496.8724262392,157363.2636883907
8,123895.3742952133,230196.3815866294
9,153530.85630998405,212240.74687957665
10,182065.80449551722,209741.77635759173
11,277396.65009863116,175565.34774143517
12,175600.30982087707,175263.21674971466
13,147150.14915108273,229559.3647835799
