Cluster,Biden Votes Weighted,Trump Votes Weighted
0,284970.13916987064,174841.054012923
1,275316.0221668608,140019.50357027538
2,164065.0013292048,172399.29592607942
3,219382.78757683717,192784.52253953385
4,182312.9105115518,210224.58195493193
5,115407.36932545116,267979.6657775679
6,220439.26154452437,200701.8598562665
7,206964.09328399968,216331.56319462258
8,117292.27909446528,180671.71524449237
9,126757.36291916287,228236.03495596445
10,151712.423552286,228266.77186074198
11,298667.4707251595,176468.93909249562
12,169705.25580962162,167128.25253772122
13,151299.62299100397,202719.23947638363
