Cluster,Biden Votes Weighted,Trump Votes Weighted
0,148882.25792301874,230117.654292372
1,224227.29156910416,195625.6420407667
2,283185.92455732916,140663.1224308216
3,272503.501992076,179473.8095766804
4,163440.96612642478,172160.43972335313
5,153517.72070195904,198697.33960036386
6,199846.94144485053,154967.62229179006
7,146401.8029374304,202449.36896182274
8,182448.2892236972,210609.91994717094
9,121315.7822434394,233763.33217402312
10,117768.82338507523,269355.95231023844
11,319632.91835482215,180909.1586423088
12,128299.92128945776,180532.56737144777
13,222819.8582513151,209447.0706368403
