Cluster,Biden Votes Weighted,Trump Votes Weighted
0,127539.5539371401,228034.4885464747
1,115367.02828201535,268263.3523129356
2,285525.3968119165,174619.35677538492
3,117114.83460059308,180287.25865941617
4,219618.05307007147,192818.39234422558
5,220336.29593359647,201037.92948714393
6,163911.0661182324,172165.8867315841
7,298506.64711046196,176542.30894574514
8,151874.32634451662,228073.90984126006
9,151501.56399339467,203123.75625740527
10,205677.8834490387,216413.9673197957
11,275371.96916842565,140120.19746553747
12,169653.49356979324,167087.63832983343
13,182293.8876108035,210184.5569832578
