Cluster,Biden Votes Weighted,Trump Votes Weighted
0,152907.59141409292,159664.17384958582
1,115256.21947915335,260775.48259670893
2,197371.69695381806,174165.9380378099
3,187605.3139495536,210063.50703926414
4,320024.50029677374,136863.15566391134
5,186708.97498076563,185844.8600512017
6,249788.00462945164,189672.05544476007
7,161646.41661154962,205753.1096727061
8,237958.1361181669,179343.74693028757
9,117898.54832498118,195619.46462486632
10,149182.25143904163,208044.71562179417
11,307077.730236854,194082.68587811047
12,119976.04560455105,251628.62616369434
13,180890.56996124636,207251.47842529902
