Cluster,Biden Votes Weighted,Trump Votes Weighted
0,196960.4791242238,222558.29021014698
1,165509.2237536526,162918.6811388738
2,110603.26837891417,173121.31756009517
3,203277.87064810056,203258.1447696145
4,281481.42415352986,180407.88088389285
5,123758.71620987452,259836.7606485881
6,119849.63083493724,268240.4525702651
7,152540.53976436346,198235.2044687682
8,182465.99199982674,210731.8309931662
9,218032.21807593264,216070.72806856796
10,323123.49211666867,140042.0801349647
11,188279.87213670864,187901.06771894157
12,164401.4318691206,177171.5013043108
13,254007.8409341462,158279.05952980387
