Cluster,Biden Votes Weighted,Trump Votes Weighted
0,175053.80848159184,174819.0398143174
1,115188.92294020034,265518.1414758044
2,137735.61534059973,195258.9126787424
3,163704.72877267216,170900.2511557189
4,282698.0141756925,173984.85702752732
5,181813.12710776692,209167.56010905842
6,253125.54431090312,185188.19125256877
7,207645.7864915063,214283.12847564052
8,255524.25448249673,156705.36471635613
9,148206.4719039756,227957.88800501864
10,153398.8014375597,212086.3042846065
11,126888.94553644383,228331.90234171328
12,219708.59230472075,199586.01379605677
13,263599.38671387016,144985.44486687036
