Cluster,Biden Votes Weighted,Trump Votes Weighted
0,186314.65210707736,226377.72987692134
1,168643.90801368828,166159.62737721423
2,182017.46266188976,209563.1795806911
3,117655.25821516574,181638.66075016707
4,219429.1686198251,192708.16152053766
5,141268.08034314704,218020.60156991202
6,164696.62738823294,173931.9820662965
7,113572.9886085519,266710.6726940364
8,290670.0886343249,166603.0889965187
9,153021.0012578585,204177.57949083313
10,155804.13190706735,227277.03478780494
11,277170.83373575145,139257.48040925275
12,297961.710128728,178900.52179506715
13,216066.0883786914,207446.67908474687
