Cluster,Biden Votes Weighted,Trump Votes Weighted
0,319066.9445647123,180984.71310088376
1,114325.30802789184,267883.84103546216
2,290155.06537709426,170157.62537760005
3,218168.2190282323,205038.94138913188
4,153353.54076710943,198614.26954762684
5,193064.82890882512,224416.80908536457
6,163968.11400770865,173288.1407575502
7,136411.4124624387,221833.25917396424
8,182247.0263518047,210083.9138258643
9,146391.33037394003,202334.6862584804
10,283840.3365193664,139603.8497751433
11,127790.18198111441,180601.8326960483
12,155563.52995296294,228594.95882481
13,199946.16167679869,155336.15915206983
