Cluster,Biden Votes Weighted,Trump Votes Weighted
0,183092.01136340597,212567.74969067282
1,127894.99551550021,189185.66529846375
2,273835.7165301185,183884.21947697748
3,131422.61707775114,190663.66761663108
4,141887.96279070288,216100.33876886478
5,337208.20447608276,140575.8770832765
6,189135.69118308587,229449.6517087149
7,151956.4488914217,202811.7279150145
8,105191.68531346259,257200.82474434035
9,206718.50175435687,189008.21085159128
10,177982.9897474231,174832.5239069763
11,270766.1365289602,187090.40488011012
12,188703.95389271065,175685.2090205445
13,198495.08493501725,209716.92903782142
