Cluster,Biden Votes Weighted,Trump Votes Weighted
0,280317.5095219044,179919.40432449288
1,159611.00858912923,158367.3966165977
2,270341.2602744547,181735.92518761443
3,165149.76531596275,177150.00222603022
4,190212.8397288066,220428.0548036543
5,113587.48345019139,178615.46806371846
6,182265.64644397376,210265.85471534156
7,207203.08971021906,181729.10370013188
8,300924.0445859884,129293.99059808652
9,154376.61930510317,201942.127053386
10,216270.2633040833,213644.95751862414
11,124831.19578449229,257101.62728112165
12,119409.68305246255,267414.5639688143
13,199791.59093322803,201164.5239423858
