Cluster,Biden Votes Weighted,Trump Votes Weighted
0,276361.4285503177,139331.08804454518
1,188179.02333878854,225745.68017341272
2,152686.89670235952,203797.08528354453
3,117579.17933231506,181579.4068644644
4,164706.22150154278,173839.95312035264
5,181866.47926934884,209245.61646081752
6,216316.21607840148,206660.98932121485
7,289571.9722015032,166909.71417256666
8,155451.18798075189,227792.9563049177
9,219660.33687501214,192862.12667219306
10,140645.5803550534,219026.74542498344
11,298250.16905696614,178350.90141123137
12,169274.72311511883,166746.4334407722
13,113742.5856425202,266884.30330498354
