Cluster,Biden Votes Weighted,Trump Votes Weighted
0,226675.30699540355,194213.56736465145
1,162900.06507344588,207124.10226911644
2,320797.823226011,137379.37541846663
3,308652.84890115913,196163.11245678912
4,190415.99547539832,188480.16812526525
5,116473.3539735342,206373.21875087524
6,101448.76331350289,242470.293770876
7,198771.9030138719,175455.04283634498
8,150333.24302506426,209816.50957520827
9,155837.73390243918,162916.07522887297
10,188677.46135939524,211887.0172562257
11,109715.70782188098,242754.31685215276
12,179467.60351170087,204986.44513794387
13,274124.19040719216,178753.75495721112
