Cluster,Biden Votes Weighted,Trump Votes Weighted
0,149432.1804934972,208393.34564884927
1,213106.69144563755,200942.54974061454
2,201132.83306564897,177894.0488262832
3,114484.82462659782,234298.39927711635
4,162035.261519017,206098.92671125726
5,308977.17403722194,195190.7891083549
6,320148.6855295418,137088.3952407647
7,154218.18030842976,161595.1816644336
8,285860.8264788566,181459.2498468943
9,179982.05107659768,205987.50048542809
10,187763.98096656837,186426.18776825978
11,118117.99790177916,200815.08573071845
12,187576.5384823787,216672.57503952493
13,101454.77406822708,245910.76491150048
