Cluster,Biden Votes Weighted,Trump Votes Weighted
0,188522.03269424615,186657.83812946265
1,213302.1138797549,200193.75486595262
2,200027.2095770144,176831.07951521844
3,149690.09231996004,208785.7904593529
4,162538.45356113944,206562.21730299623
5,117776.49030714229,200842.38341461305
6,187793.87370493988,215611.80996219668
7,101623.97700162079,246372.661637461
8,319701.0124919704,136960.33210724458
9,308923.5721558894,195252.9199453231
10,285532.6153216028,181254.15820425362
11,180113.4297731591,206251.48950258794
12,114642.11203568788,235808.97132190355
13,154105.01517587222,161387.59363143344
