Cluster,Biden Votes Weighted,Trump Votes Weighted
0,237067.36889438698,180028.75484851372
1,187727.86316203672,208602.37029345703
2,117711.53402709302,196330.9993967644
3,251172.79460110687,189328.75827505492
4,180855.36238992875,207186.63002337652
5,148941.1285877328,207644.30932026895
6,318823.8029276757,135688.76034478456
7,185766.6574786599,185320.31263114334
8,153149.32705115806,160056.81527679056
9,161393.8026874823,205530.34707568295
10,115164.37760959555,260528.72551145699
11,119831.2900372141,252456.96565118068
12,197571.45898537038,174410.29512761795
13,309115.23156055855,195658.95622390733
