Cluster,Biden Votes Weighted,Trump Votes Weighted
0,185944.86412166827,185127.8390521453
1,119571.19080063415,252168.50108230897
2,239016.47744197605,177526.56589716842
3,118492.62293171759,195498.16966479126
4,161430.8422066264,205542.423518893
5,148934.23575550702,207624.79102325247
6,306528.4172001807,193894.00268263937
7,115520.5393505496,261126.96166237336
8,320243.02897628804,136889.89320049042
9,181011.48859586986,207495.284705227
10,197794.9377771476,174645.49515680785
11,152723.10211547112,159488.93413931064
12,187631.03187926317,209929.83611242232
13,249449.22084710008,191814.3021021694
