Cluster,Biden Votes Weighted,Trump Votes Weighted
0,254051.36237122334,156617.76907314052
1,182130.49311855953,209906.24297191077
2,146132.10161667035,229178.33122417348
3,137444.1801683425,195256.99140563622
4,121990.73809339477,230724.06513834835
5,153135.12541688283,211599.05141298287
6,117175.20945721045,267403.11203121406
7,220312.60042505764,209531.23779208816
8,273671.5319168598,177891.54445420738
9,175504.5036344106,175307.30861969272
10,264468.4770514841,144377.7392355902
11,163549.24291718178,170522.26593900926
12,221444.7840914313,195593.23556310183
13,253281.6497212907,184864.10513890395
