Cluster,Biden Votes Weighted,Trump Votes Weighted
0,222603.43291179612,209097.49797316594
1,219642.98831548114,191840.60504129092
2,182620.97941388207,211012.28681391562
3,121422.89394275977,233194.67335699865
4,170481.1154102832,167843.80419411135
5,162348.14443739585,169753.7832900281
6,152149.74715253318,204061.32425669994
7,117641.04904446108,180764.12380246678
8,273350.481529514,180399.00653134802
9,117804.86542326128,269369.7167498683
10,275645.9187542442,139826.78135343362
11,148099.32925507496,230407.0100653366
12,224011.55758133222,195026.73895847102
13,296469.49682798056,176175.64761286485
