Cluster,Biden Votes Weighted,Trump Votes Weighted
0,150909.50581030166,202296.76306475024
1,182259.36637920974,210172.25099288707
2,280577.47315002885,175887.2620996145
3,275200.8275855357,140281.30448210472
4,211993.13507117613,212654.24224167617
5,170377.58837609994,167752.44932271645
6,124842.75386579684,230248.64462246097
7,116669.23115714276,268742.23307848995
8,298291.3561005526,177045.0477739927
9,150409.49624894277,229456.66888010313
10,219724.3477388,192147.08656296306
11,164191.86716518286,172515.26416094697
12,221735.13058665546,199316.43801936257
13,117109.92076457443,180257.34469793123
