Cluster,Biden Votes Weighted,Trump Votes Weighted
0,283786.67164525983,175604.55556122717
1,163579.43516835533,171682.6405973064
2,115763.57512087577,267748.7487661714
3,221031.99908445502,200182.69448482437
4,117148.05463285808,180319.24460431817
5,151189.77767600756,228750.71520730175
6,275747.11420870724,140232.15010305383
7,151513.68650102278,203114.80582212275
8,182111.6312900087,209780.61247964195
9,297895.0174447004,177227.88545545237
10,219893.10214781488,192341.93366619566
11,170077.52572145112,167469.1863862043
12,208573.8634385938,214825.96128308616
13,125980.54591988915,229491.86558309357
