Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216609.06629916467,207368.59975629838
1,187413.8830489218,225684.50517845034
2,169037.55316926318,166514.13994624378
3,298567.7409148208,178576.36735630457
4,153184.47033312477,204421.8357057533
5,113588.22861229852,266573.01819359534
6,164436.38897725445,173570.70186465615
7,276645.27840664,139454.27417490492
8,155335.4743597079,227597.12097083987
9,140918.60194851382,218951.96286352558
10,117450.37814274906,181420.3503946677
11,182021.25648971868,209570.9112536743
12,219209.0700504695,192625.08086638854
13,289874.6092473525,166444.131474697
