Cluster,Biden Votes Weighted,Trump Votes Weighted
0,148231.5532227218,194616.6405784365
1,124731.59268042073,258485.78209319795
2,303295.07287080406,128632.28218830965
3,200001.2791217534,201399.23416467724
4,119321.13026679103,266299.5613305771
5,280849.9564226652,178922.7680272555
6,148576.997412251,193493.1980159406
7,164638.33903460798,177149.72315987694
8,182144.70394927662,210008.23572824305
9,296048.15075481375,184450.9986391001
10,190611.56699734344,220835.3488213211
11,216201.50575116713,214963.3970227805
12,191410.9605329964,159995.38512619436
13,118229.19098238712,169520.4451040892
