Cluster,Biden Votes Weighted,Trump Votes Weighted
0,212502.78831013272,182226.0061320108
1,105339.47694236327,256130.33826059665
2,190285.73888794376,187982.8434834832
3,179970.53342484974,211355.86790219753
4,163710.44952693832,207399.03355033364
5,173018.38935664375,226430.4747344678
6,117539.99057111432,202516.64882635706
7,310921.19028851343,195392.46432241664
8,318371.6284134651,136184.8235076775
9,180781.72458499158,206875.21531788426
10,154225.11577946306,161136.44709268055
11,258611.8205331571,178646.47018872853
12,150087.70352230058,209296.02431249982
13,168925.44985812294,197200.34236866585
