Cluster,Biden Votes Weighted,Trump Votes Weighted
0,153753.26898431114,200863.9678997332
1,119469.41819532418,267578.7468541643
2,182269.61547134636,210276.66950027112
3,161139.30837532206,159682.10076420748
4,299764.6804454197,128513.38750704545
5,191114.7908528017,221309.31218646746
6,199899.24030515485,201350.9632289214
7,268625.8659751299,179370.45095737066
8,215390.9569954655,213667.62199161827
9,207899.12264368468,182767.57633217194
10,164826.63722254644,176788.50298858422
11,113842.92038579515,179324.71496472834
12,281520.86712830636,180376.1743573446
13,124775.30701939166,256902.8104673714
