Cluster,Biden Votes Weighted,Trump Votes Weighted
0,276616.372092334,139452.83712476687
1,113593.5169377414,266631.96075629536
2,289957.0025677061,166444.95410071884
3,118027.82095188278,181982.96187482917
4,164397.0408642888,173504.80703564943
5,168709.01457048248,166243.95772611853
6,181975.27306682884,209456.10463369088
7,298534.62111370114,178742.7950612838
8,216151.35962077294,207087.0298492331
9,219302.33961395433,192604.13804410497
10,155664.64739975682,227739.66032156433
11,153063.87602206456,204244.85669072252
12,187327.30932661498,226082.53413086268
13,140971.80585187045,218554.40265015938
