Cluster,Biden Votes Weighted,Trump Votes Weighted
0,307192.76313079364,194192.15447294372
1,186569.31752791727,184962.03788560606
2,181007.24453931226,207486.19461580884
3,250645.31581538616,190632.9509302143
4,152909.07619949768,159780.24859583436
5,161578.7499506949,205562.84662165926
6,118135.10762550558,196125.27991499755
7,187303.70191900263,210405.48677279992
8,319835.1879659545,137214.75660249978
9,149026.66092306422,207751.23674233933
10,114859.85829306387,260062.83809767905
11,120034.40379858292,250870.51465067602
12,237424.65935609813,179440.91785892128
13,197769.9529551259,174285.53623802032
