Cluster,Biden Votes Weighted,Trump Votes Weighted
0,219376.09253707147,192711.21824444563
1,187220.91729470025,226603.29133267893
2,181975.27306682884,209456.10463369088
3,117929.08990134053,181885.8089213487
4,277227.5329388248,139366.46790910244
5,297897.99143521173,178730.47927444841
6,156041.07994643447,227575.09568906185
7,168477.25885230137,166025.52987325934
8,141328.33038225904,218608.4910029511
9,289947.7502742334,166273.4660847729
10,152823.09935989958,203959.17640687615
11,164610.23921048586,173733.9734299092
12,215761.9151160405,206889.41520340278
13,113675.42968436779,266954.48199405154
