Cluster,Biden Votes Weighted,Trump Votes Weighted
0,115149.38947699779,260503.4985483267
1,319132.18539342424,136044.06144211668
2,187616.37066313764,209089.83513576593
3,251062.8324913251,189900.12017964732
4,148963.97405002685,207679.5016232986
5,237574.65547251914,180224.52793170616
6,161405.47623939085,205540.9911341049
7,118086.2473574662,196225.23343525332
8,180886.73039938897,207244.36402307634
9,197748.35126572227,174457.88153164438
10,152973.55909656922,159789.89677738838
11,308140.4233081551,194995.42823922346
12,119390.31381804582,251556.9462220469
13,186161.49096783047,185520.71377640072
