Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299315.43744848407,177941.47938842568
1,182198.69945878215,210036.05310851737
2,213038.00841603882,212106.60159324482
3,167294.40050175073,165045.3601003245
4,150042.4396925747,229795.75546296398
5,219529.33995139174,191822.76376934035
6,279813.25200768106,176201.1247843016
7,116807.97055925531,268570.0621339617
8,163347.69113426894,171339.0468576932
9,221995.02721957612,199199.02489595546
10,275182.1886353965,140650.64123764198
11,124078.43132139074,229799.50071024726
12,152020.84568962504,203962.00846001462
13,119628.26796378373,182303.57749736737
