Cluster,Biden Votes Weighted,Trump Votes Weighted
0,219221.38609302504,192417.2155534829
1,289919.7002389894,166307.29660752136
2,141326.71457234697,218640.65664599114
3,168932.37276309388,166443.78692730694
4,152829.7288182947,203990.34079201525
5,164650.36876902153,173777.13901510503
6,117801.4199561513,181762.9351748447
7,215946.33549314237,206977.36220605212
8,297947.2245178583,178839.0583511544
9,277240.4727181796,139517.58118181568
10,113655.82101558766,266859.1109414698
11,187155.1839276243,226393.76822122504
12,181958.67652295466,209427.8596523167
13,155706.59459373003,227418.88872969878
