Cluster,Biden Votes Weighted,Trump Votes Weighted
0,166678.09934061344,177585.7142321334
1,182376.48972908634,210489.97061074863
2,174505.74013218182,167110.60418431024
3,126536.03898423162,255476.37470461204
4,199291.49694888864,202539.5432440221
5,232456.91105256978,158092.87819316197
6,188656.73864052913,219488.47385774666
7,221530.28922971568,179095.90874510052
8,129678.7905637311,191819.4501241353
9,152829.40682644726,209397.41604088765
10,211830.46052492323,213568.0951878845
11,283313.9731091622,180217.13352499995
12,119543.21107255548,267606.60828376585
13,295064.3538453639,126284.82906649091
