Cluster,Biden Votes Weighted,Trump Votes Weighted
0,118617.3145294756,182529.80011076215
1,290017.52852556884,168144.90912033187
2,113987.83482700908,267259.023317084
3,181946.6330888175,209404.60838269445
4,164586.76575889153,173583.5993074482
5,275898.4574349695,139405.7756846686
6,152635.10287434643,203810.5272749234
7,155030.29720870452,227596.30185575446
8,189053.62135589262,224434.66125091354
9,216526.3431421419,205961.45093219483
10,297726.6154069617,178049.1518944185
11,169194.34293748916,166695.82924579154
12,219924.3898307974,192455.5262710664
13,139146.75307893398,219441.8353519479
