Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164690.86341844295,176643.1029924432
1,267469.4739993471,179133.70849396157
2,280246.20535869594,179237.5499103858
3,209416.52300179217,182737.43438371047
4,199709.94660931296,201120.11805352053
5,182231.29294270749,210189.97534542752
6,298590.3921074598,127969.91322412787
7,114402.78163289862,179981.05387950913
8,125222.1477147857,257834.40437660622
9,216200.04114130134,214332.77213242365
10,162116.308897042,160651.5590925655
11,119551.87543281869,267510.4482831282
12,190434.31286166052,220277.5640190926
13,154009.83488173445,201153.39581309757
