Cluster,Biden Votes Weighted,Trump Votes Weighted
0,115467.33412013958,261006.30834892008
1,185961.6553452471,185137.39184720218
2,320284.41597133456,136920.30476476287
3,119701.37365092896,252292.03724436357
4,161411.47316366958,205528.89205386702
5,148942.21252797954,207637.26379154855
6,197761.21265157274,174619.48972848247
7,118334.7399429341,195470.64299299405
8,152796.58811202474,159604.29874337395
9,181011.48859586986,207495.284705227
10,306670.04792739707,193981.0027464736
11,238656.50530452357,177425.3706670362
12,187622.65012097798,209904.36078553266
13,249670.30256540023,191750.3515802156
