Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164592.1806490075,173712.01895599873
1,117416.4577681853,181429.3249220232
2,188552.5152687158,225164.69019479345
3,152959.52332677483,204176.19792224007
4,139818.57800011054,219064.1630420652
5,216392.59917440204,206369.67878314134
6,170117.79917829068,167501.85317076163
7,289838.06801432854,167416.4448358328
8,155337.14000931534,227818.07638836786
9,181985.71904631454,209474.48622074968
10,113731.48727457538,266820.55188679945
11,297521.77040288266,177689.46626362018
12,276221.27311245125,139377.30721306027
13,219806.8887746453,192758.74020054596
