Cluster,Biden Votes Weighted,Trump Votes Weighted
0,204375.5451330873,216705.6915830111
1,170105.62299043578,167500.95458820823
2,219718.30707882857,192563.02144619508
3,275632.1695160313,140341.30474691314
4,151095.20623410848,202473.3350238858
5,182346.6021247859,210308.61207088313
6,220163.7136944399,201194.28578889865
7,164185.23908852186,172550.134086847
8,151885.56382681732,227950.23906292705
9,117249.66194873898,180557.39741786942
10,286429.45304191805,174437.8347942355
11,298081.14915053366,176695.81385820295
12,115003.79655721526,267676.76265591604
13,128019.96961453733,227817.61287600675
