Cluster,Biden Votes Weighted,Trump Votes Weighted
0,153333.71961649013,211826.5282846365
1,284655.6585194112,174149.99471302007
2,265546.0566450027,144266.2969615412
3,163862.26290887283,171096.06445009483
4,205414.5756663097,215026.82946749104
5,252667.97461279365,157250.2083124993
6,219198.26698223862,199903.86979372188
7,127719.8369294105,227732.37696581494
8,114743.65729764057,265449.61361676635
9,253820.33248665743,184893.28510503544
10,136850.92215525848,194943.2925362321
11,149101.8986493637,228065.76486018626
12,181858.52678277003,209254.58143055602
13,175518.31074778014,174914.2935024039
