Cluster,Biden Votes Weighted,Trump Votes Weighted
0,152847.930141077,159625.96106105807
1,250328.45142446778,190429.35657629723
2,148918.72227595685,207604.4205534156
3,237942.20482565634,178792.3622071616
4,118232.60319435653,196186.7278839632
5,186226.57078491757,185505.0361485035
6,161421.80289499156,205551.72223135177
7,307522.78435032035,194615.70974614038
8,181067.336027321,207608.37032503673
9,119642.3274239731,252076.47282944256
10,197773.22330954764,174450.17020465148
11,115290.60934360084,260812.96019998172
12,187544.25403983422,209156.02700363006
13,319533.1799639789,136357.70302936586
