Cluster,Biden Votes Weighted,Trump Votes Weighted
0,145803.28162401583,229857.4551561483
1,266484.9879319009,143251.08035818257
2,222710.01211415252,207827.1352923447
3,153114.53539430356,211478.03824727636
4,272331.87990728853,179882.8970944586
5,182178.1788248679,210017.7632249865
6,255149.47570551134,183097.953620062
7,175267.4815858484,174837.71316456707
8,249930.78805987895,158836.71802485554
9,222247.95224188475,194568.99535149554
10,120930.7697114925,231734.96625548849
11,117397.7794508406,267463.2754641256
12,137001.4512870704,195125.47348575972
13,163743.4261609435,170793.5352602488
