Cluster,Biden Votes Weighted,Trump Votes Weighted
0,190927.2207217604,220775.98785940005
1,182318.55448686233,210376.423549419
2,164678.22384581203,176594.6780243634
3,119579.64888901277,267802.4234532088
4,114099.84708954136,179629.4324873644
5,216038.97249881545,214257.6858045809
6,210337.59733920285,183752.16513853546
7,297323.9701233046,126800.57948962676
8,153842.1345025893,200995.14449866168
9,162226.8102510278,160805.12015597158
10,199875.60000446666,201401.39212483808
11,124531.66180555368,256765.60118431298
12,281189.40288362984,180122.38983711854
13,267322.35555842065,178693.97639259818
