Cluster,Biden Votes Weighted,Trump Votes Weighted
0,150567.90336824118,201782.2032553499
1,220427.16304738686,193001.01409127354
2,182470.8503705692,210673.01562863446
3,221633.8993739997,209154.59021862544
4,117634.70499517642,268920.83117801615
5,274728.6504181564,140434.03637078532
6,223813.8673047903,195827.0501871379
7,147921.4810728625,230325.47993929792
8,170964.10200236438,168265.8032463739
9,297836.11949606036,175710.02074687177
10,116751.75571481675,180074.89778589955
11,121856.35358836089,232822.76464525372
12,273734.11915241665,179728.83120550643
13,163951.03009479807,172052.46150097385
