Cluster,Biden Votes Weighted,Trump Votes Weighted
0,152658.14181445102,159403.09314277442
1,115658.58372870508,261401.31447633024
2,187861.11034208193,210207.71679633437
3,161405.27362867468,205522.6466117503
4,306403.7500765252,193791.85793975013
5,185977.4513386429,185158.6582871131
6,197657.05162521105,174572.9871598694
7,320219.49043695116,136867.84712409752
8,239511.75280354722,177472.63898588257
9,180995.50816935612,207467.6580511823
10,118584.02184278559,195406.1886565134
11,148924.9779761724,207609.7587303917
12,248755.2603552361,191540.32012956697
13,119679.62586165922,252350.31390844335
