Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215029.60667190768,182961.25990695396
1,256594.7032179718,178294.4505390744
2,154365.69222467937,161286.01937856586
3,312676.77505900775,195697.84162264792
4,180444.2524665922,206202.52473388897
5,164134.47730153965,207710.0491740149
6,316625.1186522797,136259.38340711733
7,150201.6854986994,209448.8938039476
8,168863.4789016009,226844.74043315602
9,117836.27797598841,202274.57924727837
10,170962.96121697247,195560.98603651856
11,178964.25331366734,211138.56450999662
12,191745.78084346393,189335.2863296335
13,105846.93665562902,255758.4208772058
