Cluster,Biden Votes Weighted,Trump Votes Weighted
0,221885.824528366,195414.62708268035
1,137959.60964552773,195206.69850666376
2,117211.41387373424,267283.3653206825
3,263673.68043376267,144370.96481679456
4,146100.94571555575,229625.63728359836
5,121579.58391183212,231186.0241371851
6,163882.76482506792,171018.47193609911
7,220829.95653050998,208358.5516572055
8,254969.63925906317,156597.35114712126
9,174635.6334435602,174518.17106670293
10,152833.92061608296,211378.44687026922
11,253169.37650385138,185031.99665994817
12,273390.84990177734,178787.6298155239
13,182168.80081130815,209995.06369952505
