Cluster,Biden Votes Weighted,Trump Votes Weighted
0,280871.00717803044,179945.32532811526
1,208112.3808739294,182773.63730583535
2,182316.461257018,210370.36387872943
3,164830.05081766084,176791.03331806287
4,113826.41073057459,179281.18896364226
5,153854.0907839094,201015.11859112256
6,190745.98426566337,220528.73040376467
7,268807.9999327437,179605.14799186902
8,200094.7690615183,201698.97981722237
9,119512.11606018504,267630.8028195233
10,299472.34440399986,128340.72132180208
11,216053.159859881,214061.59034259303
12,160987.09229639717,159548.2128534636
13,124808.13247848843,257182.14706425404
