Cluster,Biden Votes Weighted,Trump Votes Weighted
0,186728.60931626978,185897.64078963723
1,249654.47647702592,189621.04778137975
2,117925.98004348739,195665.5752225231
3,152909.1923906705,159666.7455217097
4,180908.14020301952,207285.15785561944
5,197358.55047218065,174131.69279859058
6,115028.43694984174,260159.01626744817
7,149104.51508418453,207903.79257126566
8,120114.59642837569,251894.38428284446
9,320035.9754738973,136881.02793032565
10,307117.08519829356,194098.58813461714
11,161649.28375432463,205814.5666209944
12,187471.3060610761,209947.12707807505
13,238285.85214735242,179806.63714496949
