Cluster,Biden Votes Weighted,Trump Votes Weighted
0,255483.10893895055,156613.93670598304
1,281779.2810182446,174499.2876691222
2,219997.61738817758,199356.42310918774
3,115656.89925535643,265961.4301038988
4,163630.47678754452,170782.192523665
5,125800.70444861248,228307.770578181
6,153277.77580585732,211855.92077488435
7,253205.8207487882,185339.76968228625
8,263763.2685840132,145210.2774514136
9,181710.13607863017,208987.6303171599
10,175017.75395696965,174770.32172139423
11,137889.39615806667,195522.38698221205
12,209046.4253732545,213022.64400928552
13,148033.33545753377,228543.0083713262
