Cluster,Biden Votes Weighted,Trump Votes Weighted
0,163753.15871601913,170940.55606340597
1,114951.51695926451,267322.186836736
2,175541.93067881183,174926.2023616185
3,218223.21252459832,199919.99319970433
4,266025.17758674675,144205.65121558867
5,182002.67324815842,209570.52121072152
6,203703.18986853154,216484.51754679624
7,253956.89938801754,185094.13942935818
8,136972.9602973598,195096.63739052956
9,153297.22013866698,211754.8505147167
10,286283.5672492769,173723.09501945862
11,251839.3523831278,156738.83540554956
12,127757.64832943714,225207.14831566485
13,149983.492631983,227788.66549015115
