Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215677.3927660368,214464.62563981244
1,119582.73502952,267177.71903894085
2,164846.16069721233,176794.89360473797
3,268536.7011516102,179899.39908746234
4,190569.21738377918,220667.40744829818
5,161649.71229749403,160206.74174353795
6,114067.33900160849,179481.23367316046
7,281265.4781504596,179402.1745673469
8,208638.98121803763,182406.84755469722
9,154052.9335426678,201324.3879401598
10,182150.3540734281,210021.4809232409
11,124643.0826581128,257695.71110592366
12,298904.3500300866,128156.66427565958
13,199707.5619999462,201073.71339702158
