Cluster,Biden Votes Weighted,Trump Votes Weighted
0,203575.32542621577,216504.1127519465
1,163751.80571410529,170940.7677995904
2,114966.94778386268,267393.54609597794
3,175622.9955983413,175031.9299314193
4,218096.4295093518,199819.2862528188
5,182028.15244931736,209613.88322438046
6,128247.5268869276,225892.6004629383
7,252373.7782604366,157238.3768831921
8,253671.97212534223,184707.7619684911
9,153595.59990702284,212292.5458363253
10,285929.79951819405,172970.80301723225
11,150063.972960661,227825.75228485538
12,265773.400961727,144004.4347504322
13,136594.29289849408,194537.19874039976
