Cluster,Biden Votes Weighted,Trump Votes Weighted
0,218438.7137240691,199983.012027553
1,175385.19910677822,174721.76648266573
2,182140.70038500775,209843.36363219598
3,114785.2215610729,266758.12958797114
4,286091.4809935739,173858.54238663436
5,153582.9597643944,212277.72408488533
6,150067.6748189685,228210.69605291
7,254365.41362115066,184184.7137231311
8,204066.48299495396,216419.35129043492
9,266183.9943221431,143916.13852553908
10,136514.0342353996,194452.54311378018
11,127559.80291991126,225147.86751819684
12,163793.15465531062,170992.22243500748
13,251317.16689726565,158006.9291390947
