Cluster,Biden Votes Weighted,Trump Votes Weighted
0,220593.14868699267,201056.16327553164
1,146353.61869914667,202303.39388909133
2,182390.40283740973,210424.38695152674
3,163656.85152467573,172760.87012868654
4,152975.10454034575,227049.57912601865
5,205035.2483625056,217310.60507571048
6,128208.71647566876,180661.66684251477
7,319393.29738065304,180892.9024670289
8,199994.74583273643,155276.96990295485
9,127849.66062885149,229516.7204030786
10,283164.9394654859,139900.71433622815
11,286126.0285506783,174832.13518485145
12,153398.92244097785,198597.56568554265
13,115151.3145738718,268189.326731235
