Cluster,Biden Votes Weighted,Trump Votes Weighted
0,223887.1204017658,195382.91895964512
1,297369.56633676385,176563.90993687708
2,182456.10342452762,210638.18928358104
3,170572.34858202236,167951.67385061775
4,121589.44812351286,233107.45051876197
5,147683.17804613747,229885.95020284006
6,220386.4935145983,192367.9588830469
7,117313.94376246768,180469.66775602702
8,117703.58370031424,268986.43722970854
9,163662.06718444245,171612.88500999115
10,273546.82372219686,179977.43148820038
11,221943.64807441935,208994.18200092102
12,275097.46727534564,140244.90128970754
13,151080.20785148517,202589.44359007425
