Cluster,Biden Votes Weighted,Trump Votes Weighted
0,191139.36094258627,221443.11977358581
1,182265.64644397376,210265.85471534156
2,113793.16076808171,179267.22595308642
3,161178.24380811717,159738.2573921187
4,298997.6028899233,128046.39214698544
5,119435.9461758376,267497.69299756817
6,153746.51271461102,200851.49350771817
7,207789.71005035017,182672.44554265938
8,269464.74254257424,179866.94395720656
9,164885.5165125136,176870.92493035056
10,124811.19486728494,256891.56891717142
11,215683.37222771667,213684.3957369152
12,199915.3174684411,201350.9900107826
13,281185.6725879881,180325.6944185098
