Cluster,Biden Votes Weighted,Trump Votes Weighted
0,128461.70147345342,226033.3362549665
1,182000.5800183141,209564.46154003195
2,175503.353746943,174897.02140841712
3,203720.01636173032,216894.95009167827
4,153407.66542186876,211942.97805308306
5,150098.13832537594,227612.79001471968
6,163763.08250992378,170955.61425930652
7,252806.07225692316,157372.3925046898
8,265455.6806175646,143977.95079050938
9,253624.43147286226,184714.5129956287
10,285757.3975276326,172791.77106718282
11,114931.3087071487,267389.0737397811
12,217908.4187720701,199683.4657138333
13,136854.15278818895,194942.68156617158
