Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117718.75940130706,196341.38941394075
1,185801.5246344887,185363.4830418302
2,180886.73039938897,207244.36402307634
3,148895.9186939883,207549.3366109635
4,251255.65676727836,189407.17745638904
5,153133.74682473514,160031.66937945914
6,237153.17337385617,180247.2901199652
7,161456.07612131617,205648.5962838012
8,119635.01290821563,251996.34231780667
9,187771.69805518314,208744.53499070898
10,197550.02422055468,174376.91108280633
11,309075.3786859463,195613.21067008624
12,115109.55981613263,260482.10567791722
13,318848.7400976084,135726.58893124902
