Cluster,Biden Votes Weighted,Trump Votes Weighted
0,151398.55852791684,203063.130854721
1,182468.62631385963,210666.5772285268
2,223771.63900606113,195451.41637409973
3,218899.5266952613,191722.36883438763
4,117681.17450716962,269022.28435519076
5,274751.6529405717,140462.78110479927
6,163366.91512988854,171213.6185401829
7,121698.5832749416,232957.63344502295
8,147893.0037562329,230268.9237786456
9,299282.9471885255,176851.41536204933
10,167721.0047157957,165399.065242725
11,273843.87708211056,179977.63612066483
12,119786.93805448331,182596.9784218456
13,221727.55280718126,209119.17033713838
