Cluster,Biden Votes Weighted,Trump Votes Weighted
0,318850.7958533487,135771.72967468025
1,237922.30555767094,180541.8618986296
2,308673.4147879044,195372.25052434322
3,180884.03713081472,207237.025419017
4,153130.76130431952,160026.34942607826
5,115123.66639094584,260482.61995842351
6,187745.25815536128,208738.54686261565
7,119387.21092444245,251908.9395895496
8,250689.43105152305,189153.80718782282
9,161393.8026874823,205530.34707568295
10,148961.1776482378,207672.90577246263
11,186267.45039160593,185638.7849794641
12,117737.07605441232,196367.73534298496
13,197525.61206193044,174330.09628824523
