Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299747.5058516147,126873.22435119678
1,119821.91816982765,267912.2002580189
2,164837.91467195825,175816.47015738324
3,152311.56448187825,208527.437707319
4,199674.22171142558,202635.4639449119
5,125982.3440424072,257165.92149900558
6,215641.2636164693,180043.9780813321
7,174786.7794521576,165872.0885900862
8,182334.30602179814,210421.1952716308
9,212519.69779887496,213851.34341992848
10,190829.6038865692,221104.6038912139
11,283499.6751645892,179897.5759830287
12,129096.41399048464,191666.78742794914
13,233208.79113994495,156984.70941699506
