Cluster,Biden Votes Weighted,Trump Votes Weighted
0,161089.95757307677,159591.08412532872
1,119467.32023268941,267562.7578259145
2,182264.7959381082,210263.53726142808
3,153765.2292819731,200884.5811205765
4,199882.91405592326,201319.00800586003
5,124804.10421272874,256926.09533813252
6,113821.04346707815,179325.43856731185
7,268868.8504946049,179577.12596352308
8,207526.32068698117,182431.97428710657
9,280563.4241717209,179913.39326127764
10,191143.21911083642,221374.12833854178
11,216318.3655920652,214110.20621184417
12,164831.66696371016,176794.79924833204
13,299944.78821850324,128698.87044482234
